City,Year,Sport,Discipline,Event,Gender,Country,Medal,Players
Seoul,1988,Basketball,Basketball,basketball,Women,United States,Gold,"BROWN, Cynthia Louise"
Seoul,1988,Basketball,Basketball,basketball,Women,Soviet Union,Bronze,"YAKOVLEVA, Olga"
Seoul,1988,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"PETROVIC, Drazen"
Seoul,1988,Basketball,Basketball,basketball,Men,United States,Bronze,"SMITH, Charles Edward Iv"
Seoul,1988,Basketball,Basketball,basketball,Men,Soviet Union,Gold,"KURTINAITIS, Rimas"
Seoul,1988,Basketball,Basketball,basketball,Men,United States,Bronze,"HAWKINS, Hersey"
Seoul,1988,Basketball,Basketball,basketball,Men,Soviet Union,Gold,"VOLKOV, Aleksandr"
Seoul,1988,Basketball,Basketball,basketball,Women,Soviet Union,Bronze,"TUOMAITE, Vitaliya"
Seoul,1988,Basketball,Basketball,basketball,Women,United States,Gold,"ETHRIDGE, Mary Camille"
Seoul,1988,Basketball,Basketball,basketball,Women,Soviet Union,Bronze,"ZHEVKOVA, Olga"
Seoul,1988,Basketball,Basketball,basketball,Women,Soviet Union,Bronze,"BURYAKINA, Olga"
Seoul,1988,Basketball,Basketball,basketball,Men,United States,Bronze,"MAJERLE, Daniel Lewis"
Seoul,1988,Boxing,Boxing,81 - 91kg (heavyweight),Men,United States,Gold,"MERCER, Raymond A."
Seoul,1988,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Sweden,Bronze,"MYRBERG, Lars"
Seoul,1988,Boxing,Boxing,51 - 54kg (bantamweight),Men,Colombia,Bronze,"JULIO ROCHA, Jorge Eliecer"
Seoul,1988,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Soviet Union,Silver,"SHANAVAZOV, Nurmagomed"
Seoul,1988,Boxing,Boxing,67 - 71kg (light-middleweight),Men,"Korea, South",Gold,"PARK, Si-Hun"
Seoul,1988,Boxing,Boxing,57 - 60kg (lightweight),Men,United States,Bronze,"ELLIS, Romallis"
Seoul,1988,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Soviet Union,Gold,"YANOVSKI, Vyacheslav"
Seoul,1988,Boxing,Boxing,54 - 57kg (featherweight),Men,"Korea, South",Bronze,"LEE, Jae-Hyuk"
Seoul,1988,Boxing,Boxing,63.5 - 67kg (welterweight),Men,Poland,Bronze,"DYDAK, Jan"
Seoul,1988,Boxing,Boxing,81 - 91kg (heavyweight),Men,Poland,Bronze,"GOLOTA, Andrzej"
Seoul,1988,Boxing,Boxing,- 48kg (light-flyweight),Men,Philippines,Bronze,"SERANTES, Leopoldo"
Seoul,1988,Boxing,Boxing,- 48kg (light-flyweight),Men,United States,Silver,"CARBAJAL, Michael"
Seoul,1988,Boxing,Boxing,71-75kg,Men,Kenya,Bronze,"SANDE, Christopher"
Seoul,1988,Boxing,Boxing,48 - 51kg (flyweight),Men,Mexico,Bronze,"GONZALEZ, Mario"
Seoul,1988,Boxing,Boxing,63.5 - 67kg (welterweight),Men,Kenya,Gold,"WANGILA, Robert"
Seoul,1988,Boxing,Boxing,71-75kg,Men,Pakistan,Bronze,"SYED, Hussain Shah"
Seoul,1988,Boxing,Boxing,+ 91kg (super heavyweight),Men,Canada,Gold,"LEWIS, Lennox"
Seoul,1988,Boxing,Boxing,- 48kg (light-flyweight),Men,Bulgaria,Gold,"KHRISTOV, Ivailo Marinov"
Seoul,1988,Boxing,Boxing,51 - 54kg (bantamweight),Men,Bulgaria,Silver,"KRISTOV, Aleksandar"
Seoul,1988,Boxing,Boxing,48 - 51kg (flyweight),Men,Soviet Union,Bronze,"SKRYABIN, Timofei"
Seoul,1988,Boxing,Boxing,48 - 51kg (flyweight),Men,"Korea, South",Gold,"KIM, Kwang-Sun"
Seoul,1988,Boxing,Boxing,57 - 60kg (lightweight),Men,East Germany,Gold,"ZÜLOW, Andreas"
Seoul,1988,Boxing,Boxing,+ 91kg (super heavyweight),Men,Soviet Union,Bronze,"MIROSHNICHENKO, Aleksandr"
Seoul,1988,Boxing,Boxing,71-75kg,Men,East Germany,Gold,"MASKE, Henry"
Seoul,1988,Boxing,Boxing,63.5 - 67kg (welterweight),Men,United States,Bronze,"GOULD, Kenneth"
Seoul,1988,Boxing,Boxing,+ 91kg (super heavyweight),Men,United States,Silver,"BOWE, Riddick Lamont"
Seoul,1988,Boxing,Boxing,67 - 71kg (light-middleweight),Men,United Kingdom,Bronze,"WOODHALL, Richard"
Seoul,1988,Boxing,Boxing,54 - 57kg (featherweight),Men,Italy,Gold,"PARISI, Giovanni"
Seoul,1988,Boxing,Boxing,51 - 54kg (bantamweight),Men,Thailand,Bronze,"MOOLSAN, Phajol"
Seoul,1988,Boxing,Boxing,57 - 60kg (lightweight),Men,Sweden,Silver,"CRAMNE, George"
Seoul,1988,Boxing,Boxing,54 - 57kg (featherweight),Men,Romania,Silver,"DUMITRESCU, Daniel"
Seoul,1988,Boxing,Boxing,81 - 91kg (heavyweight),Men,Netherlands,Bronze,"VANDERLIJDE, Arnold"
Seoul,1988,Boxing,Boxing,48 - 51kg (flyweight),Men,East Germany,Silver,"TEWS, Andreas"
Seoul,1988,Boxing,Boxing,+ 91kg (super heavyweight),Men,Poland,Bronze,"ZARENKIEWICZ, Janusz"
Seoul,1988,Boxing,Boxing,51 - 54kg (bantamweight),Men,United States,Gold,"MCKINNEY, Kennedy"
Seoul,1988,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Australia,Silver,"CHENEY, Grahame"
Seoul,1988,Boxing,Boxing,57 - 60kg (lightweight),Men,Mongolia,Bronze,"ENKHBAT, Nerguy"
Seoul,1988,Boxing,Boxing,67 - 71kg (light-middleweight),Men,Canada,Bronze,"DOWNEY, Raymond Tyler"
Seoul,1988,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,West Germany,Bronze,"GIES, Reiner"
Seoul,1988,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Poland,Bronze,"PETRICH, Henryk"
Seoul,1988,Boxing,Boxing,- 48kg (light-flyweight),Men,Hungary,Bronze,"ISASZEGI, Robert"
Seoul,1988,Boxing,Boxing,63.5 - 67kg (welterweight),Men,France,Silver,"BOUDOUANI, Laurent"
Seoul,1988,Boxing,Boxing,67 - 71kg (light-middleweight),Men,United States,Silver,"JONES, Roy L. Ilnd"
Seoul,1988,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Yugoslavia,Bronze,"SKARO, Damir"
Seoul,1988,Boxing,Boxing,71-75kg,Men,Canada,Silver,"MARCUS, Egerton"
Seoul,1988,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,United States,Gold,"MAYNARD, Andrew Lester"
Seoul,1988,Boxing,Boxing,81 - 91kg (heavyweight),Men,"Korea, South",Silver,"BAIK, Hyun-Man"
Seoul,1988,Boxing,Boxing,54 - 57kg (featherweight),Men,Morocco,Bronze,"ACHIK, Abdelhak"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Australia,Bronze,"FOSTER, Peter"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,Hungary,Gold,"GYULAY, Zsolt"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"BLUHM, Kay"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Soviet Union,Gold,"JURAVSCHI, Nikolai"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Bulgaria,Bronze,"GUECHEVA, Vania"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,New Zealand,Silver,"FERGUSON, Ian Gordon"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"STAHLE, Andreas"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,United States,Gold,"BELLINGHAM, Norman Dean"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,East Germany,Bronze,"WOHLLEBE, Andre"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,East Germany,Silver,"FISCHER, Birgit"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,East Germany,Gold,"SINGER, Heike"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Bulgaria,Silver,"PALIISKA, Diana"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Hungary,Gold,"GYULAY, Zsolt"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,United States,Gold,"BARTON, Gregory Mark"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,East Germany,Gold,"FISCHER, Birgit"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,East Germany,Silver,"HEUKRODT, Olaf"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Silver,"MOTUZENKO, Aleksandr"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Hungary,Bronze,"ABRAHAM, Attila"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,Soviet Union,Silver,"SLIWINSKI, Michal"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,New Zealand,Gold,"MAC DONALD, Christopher Paul"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Soviet Union,Gold,"RENEYSKIY, Viktor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Hungary,Gold,"CSIPES, Ferenc"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,East Germany,Gold,"FISCHER, Birgit"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Poland,Silver,"LBIK, Marek"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,New Zealand,Bronze,"MAC DONALD, Christopher Paul"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,Soviet Union,Gold,"KLEMENTYEV, Ivans"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Silver,"DENISOV, Victor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,East Germany,Gold,"NOTHNAGEL-VON SECK, Anke"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,United States,Gold,"BARTON, Gregory Mark"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Silver,"NAGAEV, Igor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Hungary,Gold,"ABRAHAM, Attila"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Netherlands,Bronze,"COX, Annemarie"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Soviet Union,Gold,"RENEYSKIY, Viktor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Soviet Union,Silver,"DENISOV, Victor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Bulgaria,Silver,"GUECHEVA, Vania"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Bulgaria,Bronze,"PETKOVA, Ogniana"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,East Germany,Gold,"NOTHNAGEL-VON SECK, Anke"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Hungary,Silver,"RAKUSZ, Eva"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Poland,Bronze,"DOPIERALA, Marek"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,East Germany,Gold,"PORTWICH, Ramona"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,Bulgaria,Gold,"GUECHEVA, Vania"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,New Zealand,Silver,"MAC DONALD, Christopher Paul"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Poland,Bronze,"LBIK, Marek"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,East Germany,Silver,"SPELLY, Ingo"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Hungary,Silver,"MESZAROS, Erika"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,France,Bronze,"RENAUD, Philippe"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,New Zealand,Gold,"FERGUSON, Ian Gordon"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,East Germany,Silver,"SCHMIDT, Jorg"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"BLIESENER, Hans-Jorg"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Poland,Silver,"DOPIERALA, Marek"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,France,Bronze,"BETTIN, Joel"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Soviet Union,Gold,"JURAVSCHI, Nikolai"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,Bulgaria,Bronze,"MARINOV, Martin Guerguiev"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,Bulgaria,Bronze,"BUKHALOV, Nikolai Petkov"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Silver,"KIRSANOV, Sergei"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,East Germany,Silver,"STAHLE, Andreas"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Hungary,Gold,"HODOSI, Sandor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Bulgaria,Bronze,"PALIISKA, Diana"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Netherlands,Bronze,"DERCKX, Annemarie"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Australia,Bronze,"GRAHAM, Kelvin John"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Hungary,Bronze,"CSIPES, Ferenc"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Bulgaria,Bronze,"IVANOVA-MILKOVA, Borislava"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Hungary,Silver,"KOBAN, Rita"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,Australia,Silver,"DAVIES, Grant"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),Women,Hungary,Silver,"GECZI, Erika"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"WOHLLEBE, Andre"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Soviet Union,Silver,"NAGAEV, Igor"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,East Germany,Gold,"HEUKRODT, Olaf"
Seoul,1988,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,Poland,Bronze,"DYLEWSKA, Izabela"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Poland,Silver,"SYPYTKOWSKI, Andrzej"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Sweden,Bronze,"JOHANSSON, Bjorn"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Poland,Silver,"LESNIEWSKI, Marek"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Sweden,Bronze,"JARL, Anders"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,East Germany,Gold,"SCHUR, Jan"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,East Germany,Gold,"LANDSMANN, Maik"
Seoul,1988,Cycling,Cycling Road,individual road race,Men,West Germany,Silver,"GRONE, Bernd"
Seoul,1988,Cycling,Cycling Road,individual road race,Men,West Germany,Bronze,"HENN, Christian"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Sweden,Bronze,"KARLSSON, Jan"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,East Germany,Gold,"KUMMER, Mario"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,East Germany,Gold,"AMPLER, Uwe"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Poland,Silver,"JASKULA, Zenon"
Seoul,1988,Cycling,Cycling Road,individual road race,Women,West Germany,Silver,"NIEHAUS, Judith"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Poland,Silver,"HALUPCZOK, Joachim"
Seoul,1988,Cycling,Cycling Road,individual road race,Men,East Germany,Gold,"LUDWIG, Olaf"
Seoul,1988,Cycling,Cycling Road,team time trial,Men,Sweden,Bronze,"LAFIS, Michel"
Seoul,1988,Cycling,Cycling Road,individual road race,Women,Soviet Union,Bronze,"ZILPORYTE, Laima"
Seoul,1988,Cycling,Cycling Road,individual road race,Women,Netherlands,Gold,"KNOL, Monique"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,East Germany,Silver,"MEIER, Dirk"
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Men,Soviet Union,Gold,"UMARAS, Gintautas"
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Men,Australia,Silver,"WOODS, Dean"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Soviet Union,Gold,"NELYUBIN, Dmitri"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,East Germany,Silver,"HENNIG, Roland"
Seoul,1988,Cycling,Cycling Track,Points Race,Men,Netherlands,Silver,"PEELEN, Leo"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,East Germany,Silver,"WOLF, Carsten"
Seoul,1988,Cycling,Cycling Track,Points Race,Men,Denmark,Gold,"FROST, Dan"
Seoul,1988,Cycling,Cycling Track,Individual Pursuit,Men,East Germany,Bronze,"DITTERT, Bernd"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,East Germany,Silver,"BLOCHWITZ, Steffen"
Seoul,1988,Cycling,Cycling Track,Points Race,Men,Soviet Union,Bronze,"GANEEV, Marat"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Soviet Union,Gold,"KASPUTIS, Arturas"
Seoul,1988,Cycling,Cycling Track,1km time trial,Men,Australia,Silver,"VINNICOMBE, Martin"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Soviet Union,Gold,"EKIMOV, Vyacheslav"
Seoul,1988,Cycling,Cycling Track,sprint,Women,East Germany,Silver,"LUDING, Christa"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Soviet Union,Gold,"UMARAS, Gintautas"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Australia,Bronze,"DUTTON, Brett"
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Men,Australia,Bronze,"NEIWAND, Garry Malcolm"
Seoul,1988,Cycling,Cycling Track,1km time trial,Men,West Germany,Bronze,"LECHNER, Robert"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Australia,Bronze,"MCCARNEY, Wayne"
Seoul,1988,Cycling,Cycling Track,sprint,Women,Soviet Union,Gold,"SALUMAE, Erika"
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Men,Soviet Union,Silver,"KOVSH, Nikolai"
Seoul,1988,Cycling,Cycling Track,1km time trial,Men,Soviet Union,Gold,"KIRICHENKO, Aleksandr"
Seoul,1988,Cycling,Cycling Track,Sprint indivual,Men,East Germany,Gold,"HESSLICH, Lutz"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Australia,Bronze,"MCGLEDE, Stephen John"
Seoul,1988,Cycling,Cycling Track,sprint,Women,United States,Bronze,"PARASKEVIN-YOUNG, Connie"
Seoul,1988,Cycling,Cycling Track,Team Pursuit (4000m),Men,Australia,Bronze,"WOODS, Dean"
Seoul,1988,Equestrian,Dressage,team,Men,Switzerland,Silver,"HOFER, Otto Josef"
Seoul,1988,Equestrian,Dressage,team,Women,West Germany,Gold,"TEODORESCU, Monica"
Seoul,1988,Equestrian,Dressage,team,Men,Canada,Bronze,"NICOLL, Ashley"
Seoul,1988,Equestrian,Dressage,team,Men,Switzerland,Silver,"SCHATZMANN, Samuel"
Seoul,1988,Equestrian,Dressage,team,Women,Canada,Bronze,"PRACHT, Eva Maria"
Seoul,1988,Equestrian,Dressage,team,Men,Switzerland,Silver,"RAMSEIER, Daniel"
Seoul,1988,Equestrian,Dressage,team,Women,West Germany,Gold,"LINSENHOFF, Ann-Kathrin"
Seoul,1988,Equestrian,Dressage,individual,Women,West Germany,Gold,"UPHOFF-BECKER, Nicole"
Seoul,1988,Equestrian,Dressage,team,Women,Canada,Bronze,"NEALE-ISHOY, Cynthia Margaret"
Seoul,1988,Equestrian,Dressage,team,Women,West Germany,Gold,"UPHOFF-BECKER, Nicole"
Seoul,1988,Equestrian,Dressage,individual,Women,Switzerland,Bronze,"STUECKELBERGER, Christine"
Seoul,1988,Equestrian,Dressage,team,Men,West Germany,Gold,"KLIMKE, Reiner"
Seoul,1988,Equestrian,Dressage,team,Women,Switzerland,Silver,"STUECKELBERGER, Christine"
Seoul,1988,Equestrian,Dressage,team,Women,Canada,Bronze,"SMITH, Gina"
Seoul,1988,Equestrian,Dressage,individual,Women,France,Silver,"OTTO-CREPIN, Margit"
Seoul,1988,Equestrian,Eventing,team,Women,United Kingdom,Silver,"STRAKER, Karen"
Seoul,1988,Equestrian,Eventing,team,Women,United Kingdom,Silver,"HOLGATE-LENG, Virginia"
Seoul,1988,Equestrian,Eventing,team,Men,West Germany,Gold,"ERHORN, Claus"
Seoul,1988,Equestrian,Eventing,team,Women,New Zealand,Bronze,"KNIGHTON, Margaret"
Seoul,1988,Equestrian,Eventing,team,Men,New Zealand,Bronze,"TODD, Mark"
Seoul,1988,Equestrian,Eventing,team,Men,New Zealand,Bronze,"BENNIE, Andrew"
Seoul,1988,Equestrian,Eventing,team,Men,West Germany,Gold,"BAUMANN, Matthias Andreas"
Seoul,1988,Equestrian,Eventing,individual,Men,United Kingdom,Silver,"STARK, Ian"
Seoul,1988,Equestrian,Eventing,team,Women,New Zealand,Bronze,"POTTINGER, Tinks"
Seoul,1988,Equestrian,Eventing,team,Men,United Kingdom,Silver,"STARK, Ian"
Seoul,1988,Equestrian,Eventing,team,Men,United Kingdom,Silver,"PHILLIPS, Mark Anthony Peter"
Seoul,1988,Equestrian,Eventing,individual,Men,New Zealand,Gold,"TODD, Mark"
Seoul,1988,Equestrian,Eventing,individual,Women,United Kingdom,Bronze,"HOLGATE-LENG, Virginia"
Seoul,1988,Equestrian,Eventing,team,Men,West Germany,Gold,"EHRENBRINK, Ralf"
Seoul,1988,Equestrian,Eventing,team,Men,West Germany,Gold,"KASPAREIT, Thies"
Seoul,1988,Equestrian,Jumping,team,Women,United States,Silver,"JACQUIN, Lisa Ann"
Seoul,1988,Equestrian,Jumping,individual,Men,United States,Silver,"BEST, Gregory Alan"
Seoul,1988,Equestrian,Jumping,team,Men,France,Bronze,"ROBERT, Michel"
Seoul,1988,Equestrian,Jumping,team,Men,West Germany,Gold,"BRINKMANN, Wolfgang"
Seoul,1988,Equestrian,Jumping,team,Men,France,Bronze,"COTTIER, Frederic"
Seoul,1988,Equestrian,Jumping,team,Men,West Germany,Gold,"SLOOTHAAK, Franke"
Seoul,1988,Equestrian,Jumping,team,Men,United States,Silver,"BEST, Gregory Alan"
Seoul,1988,Equestrian,Jumping,team,Men,France,Bronze,"DURAND JR., Pierre"
Seoul,1988,Equestrian,Jumping,team,Men,France,Bronze,"BOURDY, Hubert"
Seoul,1988,Equestrian,Jumping,team,Men,West Germany,Gold,"BEERBAUM, Ludger"
Seoul,1988,Equestrian,Jumping,team,Women,United States,Silver,"KURSINSKI, Anne Kindig"
Seoul,1988,Equestrian,Jumping,individual,Men,France,Gold,"DURAND JR., Pierre"
Seoul,1988,Equestrian,Jumping,individual,Men,West Germany,Bronze,"HUCK, Karsten"
Seoul,1988,Equestrian,Jumping,team,Men,United States,Silver,"FARGIS, Joseph Halpin, Iv"
Seoul,1988,Equestrian,Jumping,team,Men,West Germany,Gold,"HAFEMEISTER, Dirk"
Seoul,1988,Fencing,Fencing,foil team,Men,Soviet Union,Gold,"APTIAOURI, Vladimir"
Seoul,1988,Fencing,Fencing,foil team,Men,Hungary,Bronze,"ERSEK, Zsolt"
Seoul,1988,Fencing,Fencing,épée team,Men,West Germany,Silver,"BORRMANN, Elmar"
Seoul,1988,Fencing,Fencing,foil team,Men,Hungary,Bronze,"GATAI, Robert"
Seoul,1988,Fencing,Fencing,foil team,Men,West Germany,Silver,"SCHRECK, Ulrich Rainer"
Seoul,1988,Fencing,Fencing,épée team,Men,West Germany,Silver,"PUSCH, Alexander"
Seoul,1988,Fencing,Fencing,foil team,Women,Hungary,Bronze,"STEFANEK, Gertrud"
Seoul,1988,Fencing,Fencing,foil team,Men,West Germany,Silver,"GEY, Matthias"
Seoul,1988,Fencing,Fencing,foil individual,Men,Italy,Gold,"CERIONI, Stefano"
Seoul,1988,Fencing,Fencing,foil team,Men,Soviet Union,Gold,"IBRAGUIMOV, Anvar"
Seoul,1988,Fencing,Fencing,foil team,Women,West Germany,Gold,"FUNKENHAUSER, Zita-Eva"
Seoul,1988,Fencing,Fencing,foil team,Men,West Germany,Silver,"ENDRES, Thomas"
Seoul,1988,Fencing,Fencing,sabre team,Men,Italy,Bronze,"MEGLIO, Ferdinando"
Seoul,1988,Fencing,Fencing,épée individual,Men,West Germany,Gold,"SCHMITT, Arnd Rüdiger"
Seoul,1988,Fencing,Fencing,épée team,Men,Soviet Union,Bronze,"REZNITCHENKO, Vladimir"
Seoul,1988,Fencing,Fencing,sabre team,Men,Hungary,Gold,"BUJDOSO, Imre"
Seoul,1988,Fencing,Fencing,épée team,Men,Soviet Union,Bronze,"TIKHOMIROV, Igor"
Seoul,1988,Fencing,Fencing,foil team,Women,West Germany,Gold,"BAU, Sabine Christiane"
Seoul,1988,Fencing,Fencing,sabre team,Men,Italy,Bronze,"MARIN, Marco"
Seoul,1988,Fencing,Fencing,foil team,Men,Soviet Union,Gold,"KORETSKI, Boris"
Seoul,1988,Fencing,Fencing,épée team,Men,Soviet Union,Bronze,"CHOUVALOV, Andrei"
Seoul,1988,Fencing,Fencing,épée team,Men,West Germany,Silver,"SCHMITT, Arnd Rüdiger"
Seoul,1988,Fencing,Fencing,foil team,Women,West Germany,Gold,"KLUG, Anette"
